cell_id,cycle,capacity_ah,capacity_pct,temperature_c,charge_rate_c,discharge_rate_c
cell_006,235,1.92,96.92,23.3,1.0,1.0
cell_006,236,1.8622,94.0,23.3,1.0,1.0
cell_006,237,1.8656,94.17,23.3,1.0,1.0
cell_006,238,1.8718,94.48,23.3,1.0,1.0
cell_006,239,1.8802,94.91,23.3,1.0,1.0
cell_006,240,1.8609,93.93,23.3,1.0,1.0
cell_006,241,1.8993,95.87,23.3,1.0,1.0
cell_006,242,1.8571,93.74,23.3,1.0,1.0
cell_006,243,1.9243,97.14,23.3,1.0,1.0
cell_006,244,1.901,95.96,23.3,1.0,1.0
cell_006,245,1.8879,95.3,23.3,1.0,1.0
cell_006,246,1.8658,94.18,23.3,1.0,1.0
cell_006,247,1.9141,96.62,23.3,1.0,1.0
cell_006,248,1.8576,93.77,23.3,1.0,1.0
cell_006,249,1.9316,97.5,23.3,1.0,1.0
cell_006,250,1.8588,93.83,23.3,1.0,1.0
cell_006,251,1.9276,97.3,23.3,1.0,1.0
cell_006,252,1.8663,94.21,23.3,1.0,1.0
cell_006,253,1.929,97.37,23.3,1.0,1.0
cell_006,254,1.9127,96.55,23.3,1.0,1.0
cell_006,255,1.8852,95.16,23.3,1.0,1.0
cell_006,256,1.9262,97.23,23.3,1.0,1.0
cell_006,257,1.8572,93.75,23.3,1.0,1.0
cell_006,258,1.9249,97.16,23.3,1.0,1.0
cell_006,259,1.9069,96.26,23.3,1.0,1.0
cell_006,260,1.8642,94.1,23.3,1.0,1.0
cell_006,261,1.9127,96.55,23.3,1.0,1.0
cell_006,262,1.8882,95.31,23.3,1.0,1.0
cell_006,263,1.8571,93.74,23.3,1.0,1.0
cell_006,264,1.8737,94.58,23.3,1.0,1.0
cell_006,265,1.9255,97.2,23.3,1.0,1.0
cell_006,266,1.8764,94.72,23.3,1.0,1.0
cell_006,267,1.8929,95.55,23.3,1.0,1.0
cell_006,268,1.9055,96.19,23.3,1.0,1.0
cell_006,269,1.8509,93.43,23.3,1.0,1.0
cell_006,270,1.9109,96.46,23.3,1.0,1.0
cell_006,271,1.8773,94.76,23.3,1.0,1.0
cell_006,272,1.8873,95.27,23.3,1.0,1.0
cell_006,273,1.8608,93.93,23.3,1.0,1.0
cell_006,274,1.9098,96.4,23.3,1.0,1.0
cell_006,275,1.9071,96.27,23.3,1.0,1.0
cell_006,276,1.8732,94.56,23.3,1.0,1.0
cell_006,277,1.8792,94.86,23.3,1.0,1.0
cell_006,278,1.8569,93.73,23.3,1.0,1.0
cell_006,279,1.8856,95.18,23.3,1.0,1.0
cell_006,280,1.8863,95.22,23.3,1.0,1.0
cell_006,281,1.8918,95.49,23.3,1.0,1.0
cell_006,282,1.8884,95.32,23.3,1.0,1.0
cell_006,283,1.8886,95.34,23.3,1.0,1.0
cell_006,284,1.9127,96.55,23.3,1.0,1.0
cell_006,285,1.862,93.99,23.3,1.0,1.0
cell_006,286,1.8765,94.72,23.3,1.0,1.0
cell_006,287,1.8866,95.23,23.3,1.0,1.0
cell_006,288,1.8705,94.42,23.3,1.0,1.0
cell_006,289,1.895,95.66,23.3,1.0,1.0
cell_006,290,1.8647,94.13,23.3,1.0,1.0
cell_006,291,1.8437,93.07,23.3,1.0,1.0
cell_006,292,1.8385,92.8,23.3,1.0,1.0
cell_006,293,1.9111,96.47,23.3,1.0,1.0
cell_006,294,1.8543,93.6,23.3,1.0,1.0
cell_006,295,1.8689,94.34,23.3,1.0,1.0
cell_006,296,1.8368,92.72,23.3,1.0,1.0
cell_006,297,1.8613,93.96,23.3,1.0,1.0
cell_006,298,1.8506,93.41,23.3,1.0,1.0
cell_006,299,1.8826,95.03,23.3,1.0,1.0
cell_006,300,1.848,93.28,23.3,1.0,1.0
cell_006,301,1.844,93.08,23.3,1.0,1.0
cell_006,302,1.9082,96.32,23.3,1.0,1.0
cell_006,303,1.8893,95.37,23.3,1.0,1.0
cell_006,304,1.8647,94.13,23.3,1.0,1.0
cell_006,305,1.8494,93.35,23.3,1.0,1.0
cell_006,306,1.837,92.73,23.3,1.0,1.0
cell_006,307,1.8917,95.49,23.3,1.0,1.0
cell_006,308,1.844,93.08,23.3,1.0,1.0
cell_006,309,1.8935,95.58,23.3,1.0,1.0
cell_006,310,1.8854,95.17,23.3,1.0,1.0
cell_006,311,1.9027,96.04,23.3,1.0,1.0
cell_006,312,1.8749,94.64,23.3,1.0,1.0
cell_006,313,1.9003,95.92,23.3,1.0,1.0
cell_006,314,1.8284,92.3,23.3,1.0,1.0
cell_006,315,1.8535,93.56,23.3,1.0,1.0
cell_006,316,1.8335,92.55,23.3,1.0,1.0
cell_006,317,1.869,94.34,23.3,1.0,1.0
cell_006,318,1.8535,93.56,23.3,1.0,1.0
cell_006,319,1.9008,95.95,23.3,1.0,1.0
cell_006,320,1.8367,92.71,23.3,1.0,1.0
cell_006,321,1.8676,94.27,23.3,1.0,1.0
cell_006,322,1.9004,95.93,23.3,1.0,1.0
cell_006,323,1.8649,94.14,23.3,1.0,1.0
cell_006,324,1.8264,92.19,23.3,1.0,1.0
cell_006,325,1.8359,92.67,23.3,1.0,1.0
cell_006,326,1.8739,94.59,23.3,1.0,1.0
cell_006,327,1.8274,92.24,23.3,1.0,1.0
cell_006,328,1.8289,92.32,23.3,1.0,1.0
cell_006,329,1.8845,95.12,23.3,1.0,1.0
cell_006,330,1.886,95.2,23.3,1.0,1.0
cell_006,331,1.8302,92.38,23.3,1.0,1.0
cell_006,332,1.8863,95.22,23.3,1.0,1.0
cell_006,333,1.8839,95.09,23.3,1.0,1.0
cell_006,334,1.8956,95.69,23.3,1.0,1.0
cell_006,335,1.8492,93.34,23.3,1.0,1.0
cell_006,336,1.859,93.84,23.3,1.0,1.0
cell_006,337,1.8666,94.22,23.3,1.0,1.0
cell_006,338,1.8612,93.95,23.3,1.0,1.0
cell_006,339,1.8876,95.28,23.3,1.0,1.0
cell_006,340,1.856,93.69,23.3,1.0,1.0
cell_006,341,1.8955,95.68,23.3,1.0,1.0
cell_006,342,1.8214,91.94,23.3,1.0,1.0
cell_006,343,1.8469,93.23,23.3,1.0,1.0
cell_006,344,1.8729,94.54,23.3,1.0,1.0
cell_006,345,1.8241,92.08,23.3,1.0,1.0
cell_006,346,1.8767,94.73,23.3,1.0,1.0
cell_006,347,1.8347,92.61,23.3,1.0,1.0
cell_006,348,1.8219,91.97,23.3,1.0,1.0
cell_006,349,1.8456,93.16,23.3,1.0,1.0
cell_006,350,1.8473,93.25,23.3,1.0,1.0
cell_006,351,1.8592,93.85,23.3,1.0,1.0
cell_006,352,1.8618,93.98,23.3,1.0,1.0
cell_006,353,1.8255,92.15,23.3,1.0,1.0
cell_006,354,1.8315,92.45,23.3,1.0,1.0
cell_006,355,1.8334,92.55,23.3,1.0,1.0
cell_006,356,1.838,92.78,23.3,1.0,1.0
cell_006,357,1.8699,94.39,23.3,1.0,1.0
cell_006,358,1.8848,95.14,23.3,1.0,1.0
cell_006,359,1.8522,93.5,23.3,1.0,1.0
cell_006,360,1.809,91.31,23.3,1.0,1.0
cell_006,361,1.8098,91.36,23.3,1.0,1.0
cell_006,362,1.8566,93.72,23.3,1.0,1.0
cell_006,363,1.8772,94.76,23.3,1.0,1.0
cell_006,364,1.858,93.79,23.3,1.0,1.0
cell_006,365,1.8418,92.97,23.3,1.0,1.0
cell_006,366,1.8494,93.36,23.3,1.0,1.0
cell_006,367,1.8366,92.71,23.3,1.0,1.0
cell_006,368,1.8596,93.87,23.3,1.0,1.0
cell_006,369,1.8656,94.17,23.3,1.0,1.0
cell_006,370,1.8474,93.25,23.3,1.0,1.0
cell_006,371,1.8647,94.12,23.3,1.0,1.0
cell_006,372,1.8758,94.69,23.3,1.0,1.0
cell_006,373,1.8797,94.88,23.3,1.0,1.0
cell_006,374,1.8381,92.78,23.3,1.0,1.0
cell_006,375,1.8216,91.95,23.3,1.0,1.0
cell_006,376,1.8564,93.71,23.3,1.0,1.0
cell_006,377,1.8726,94.53,23.3,1.0,1.0
cell_006,378,1.8119,91.46,23.3,1.0,1.0
cell_006,379,1.8284,92.29,23.3,1.0,1.0
cell_006,380,1.8169,91.71,23.3,1.0,1.0
cell_006,381,1.8651,94.15,23.3,1.0,1.0
cell_006,382,1.8602,93.9,23.3,1.0,1.0
cell_006,383,1.8338,92.57,23.3,1.0,1.0
cell_006,384,1.8053,91.13,23.3,1.0,1.0
cell_006,385,1.8686,94.32,23.3,1.0,1.0
cell_006,386,1.8632,94.05,23.3,1.0,1.0
cell_006,387,1.8388,92.82,23.3,1.0,1.0
cell_006,388,1.8246,92.1,23.3,1.0,1.0
cell_006,389,1.8386,92.81,23.3,1.0,1.0
cell_006,390,1.8561,93.69,23.3,1.0,1.0
cell_006,391,1.8433,93.05,23.3,1.0,1.0
cell_006,392,1.7992,90.82,23.3,1.0,1.0
cell_006,393,1.8608,93.93,23.3,1.0,1.0
cell_006,394,1.8168,91.71,23.3,1.0,1.0
cell_006,395,1.8104,91.39,23.3,1.0,1.0
cell_006,396,1.8716,94.48,23.3,1.0,1.0
cell_006,397,1.8422,92.99,23.3,1.0,1.0
cell_006,398,1.8613,93.96,23.3,1.0,1.0
cell_006,399,1.8529,93.53,23.3,1.0,1.0
cell_006,400,1.8655,94.17,23.3,1.0,1.0
cell_006,401,1.8149,91.61,23.3,1.0,1.0
cell_006,402,1.8672,94.25,23.3,1.0,1.0
cell_006,403,1.7982,90.77,23.3,1.0,1.0
cell_006,404,1.837,92.73,23.3,1.0,1.0
cell_006,405,1.8521,93.49,23.3,1.0,1.0
cell_006,406,1.8376,92.76,23.3,1.0,1.0
cell_006,407,1.856,93.69,23.3,1.0,1.0
cell_006,408,1.8472,93.25,23.3,1.0,1.0
cell_006,409,1.8155,91.64,23.3,1.0,1.0
cell_006,410,1.8051,91.12,23.3,1.0,1.0
cell_006,411,1.8355,92.65,23.3,1.0,1.0
cell_006,412,1.8091,91.32,23.3,1.0,1.0
cell_006,413,1.821,91.92,23.3,1.0,1.0
cell_006,414,1.8148,91.61,23.3,1.0,1.0
cell_006,415,1.862,93.99,23.3,1.0,1.0
cell_006,416,1.7947,90.59,23.3,1.0,1.0
cell_006,417,1.814,91.57,23.3,1.0,1.0
cell_006,418,1.8624,94.01,23.3,1.0,1.0
cell_006,419,1.814,91.57,23.3,1.0,1.0
cell_006,420,1.8498,93.38,23.3,1.0,1.0
cell_006,421,1.8557,93.67,23.3,1.0,1.0
cell_006,422,1.7863,90.17,23.3,1.0,1.0
cell_006,423,1.8324,92.49,23.3,1.0,1.0
cell_006,424,1.7885,90.28,23.3,1.0,1.0
cell_006,425,1.8366,92.71,23.3,1.0,1.0
cell_006,426,1.784,90.05,23.3,1.0,1.0
cell_006,427,1.8161,91.67,23.3,1.0,1.0
cell_006,428,1.816,91.67,23.3,1.0,1.0
cell_006,429,1.8323,92.49,23.3,1.0,1.0
cell_006,430,1.8573,93.75,23.3,1.0,1.0
cell_006,431,1.7803,89.87,23.3,1.0,1.0
cell_006,432,1.8188,91.81,23.3,1.0,1.0
cell_006,433,1.7792,89.81,23.3,1.0,1.0
cell_006,434,1.7854,90.12,23.3,1.0,1.0
cell_006,435,1.8311,92.43,23.3,1.0,1.0
cell_006,436,1.7966,90.69,23.3,1.0,1.0
cell_006,437,1.8396,92.86,23.3,1.0,1.0
cell_006,438,1.8389,92.82,23.3,1.0,1.0
cell_006,439,1.7888,90.3,23.3,1.0,1.0
cell_006,440,1.8456,93.16,23.3,1.0,1.0
cell_006,441,1.8541,93.59,23.3,1.0,1.0
cell_006,442,1.7816,89.93,23.3,1.0,1.0
cell_006,443,1.8354,92.65,23.3,1.0,1.0
cell_006,444,1.8068,91.21,23.3,1.0,1.0
cell_006,445,1.8038,91.05,23.3,1.0,1.0
cell_006,446,1.8074,91.24,23.3,1.0,1.0
cell_006,447,1.8139,91.56,23.3,1.0,1.0
cell_006,448,1.8089,91.31,23.3,1.0,1.0
cell_006,449,1.8,90.86,23.3,1.0,1.0
cell_006,450,1.8361,92.68,23.3,1.0,1.0
cell_006,451,1.8439,93.08,23.3,1.0,1.0
cell_006,452,1.7938,90.55,23.3,1.0,1.0
cell_006,453,1.795,90.61,23.3,1.0,1.0
cell_006,454,1.8026,90.99,23.3,1.0,1.0
cell_006,455,1.8447,93.12,23.3,1.0,1.0
cell_006,456,1.8369,92.72,23.3,1.0,1.0
cell_006,457,1.8013,90.92,23.3,1.0,1.0
cell_006,458,1.8182,91.78,23.3,1.0,1.0
cell_006,459,1.7825,89.98,23.3,1.0,1.0
cell_006,460,1.8071,91.22,23.3,1.0,1.0
cell_006,461,1.7878,90.24,23.3,1.0,1.0
cell_006,462,1.8441,93.09,23.3,1.0,1.0
cell_006,463,1.8018,90.95,23.3,1.0,1.0
cell_006,464,1.8349,92.62,23.3,1.0,1.0
cell_006,465,1.8242,92.08,23.3,1.0,1.0
cell_006,466,1.8236,92.05,23.3,1.0,1.0
cell_006,467,1.8389,92.82,23.3,1.0,1.0
cell_006,468,1.8412,92.94,23.3,1.0,1.0
cell_006,469,1.7928,90.5,23.3,1.0,1.0
cell_006,470,1.7688,89.29,23.3,1.0,1.0
cell_006,471,1.8402,92.89,23.3,1.0,1.0
cell_006,472,1.7989,90.81,23.3,1.0,1.0
cell_006,473,1.7787,89.79,23.3,1.0,1.0
cell_006,474,1.7843,90.07,23.3,1.0,1.0
cell_006,475,1.7753,89.61,23.3,1.0,1.0
cell_006,476,1.8304,92.39,23.3,1.0,1.0
cell_006,477,1.768,89.25,23.3,1.0,1.0
cell_006,478,1.8361,92.68,23.3,1.0,1.0
cell_006,479,1.8027,91.0,23.3,1.0,1.0
cell_006,480,1.8233,92.03,23.3,1.0,1.0
cell_006,481,1.7881,90.26,23.3,1.0,1.0
cell_006,482,1.8028,91.0,23.3,1.0,1.0
cell_006,483,1.7739,89.55,23.3,1.0,1.0
cell_006,484,1.81,91.36,23.3,1.0,1.0
cell_006,485,1.7911,90.41,23.3,1.0,1.0
cell_006,486,1.811,91.41,23.3,1.0,1.0
cell_006,487,1.8108,91.41,23.3,1.0,1.0
cell_006,488,1.8078,91.25,23.3,1.0,1.0
cell_006,489,1.8164,91.69,23.3,1.0,1.0
cell_006,490,1.8239,92.07,23.3,1.0,1.0
cell_006,491,1.7729,89.49,23.3,1.0,1.0
cell_006,492,1.7858,90.14,23.3,1.0,1.0
cell_006,493,1.7957,90.64,23.3,1.0,1.0
cell_006,494,1.8321,92.48,23.3,1.0,1.0
cell_006,495,1.7534,88.51,23.3,1.0,1.0
cell_006,496,1.7634,89.01,23.3,1.0,1.0
cell_006,497,1.8031,91.02,23.3,1.0,1.0
cell_006,498,1.7791,89.81,23.3,1.0,1.0
cell_006,499,1.781,89.9,23.3,1.0,1.0
cell_006,500,1.7855,90.13,23.3,1.0,1.0
cell_006,501,1.7963,90.67,23.3,1.0,1.0
cell_006,502,1.7998,90.85,23.3,1.0,1.0
cell_006,503,1.7994,90.83,23.3,1.0,1.0
cell_006,504,1.7805,89.88,23.3,1.0,1.0
cell_006,505,1.8199,91.86,23.3,1.0,1.0
cell_006,506,1.7744,89.57,23.3,1.0,1.0
cell_006,507,1.7737,89.53,23.3,1.0,1.0
cell_006,508,1.7611,88.9,23.3,1.0,1.0
cell_006,509,1.8133,91.53,23.3,1.0,1.0
cell_006,510,1.8242,92.08,23.3,1.0,1.0
cell_006,511,1.7894,90.33,23.3,1.0,1.0
cell_006,512,1.8208,91.91,23.3,1.0,1.0
cell_006,513,1.7592,88.8,23.3,1.0,1.0
cell_006,514,1.8146,91.6,23.3,1.0,1.0
cell_006,515,1.7481,88.24,23.3,1.0,1.0
cell_006,516,1.7927,90.49,23.3,1.0,1.0
cell_006,517,1.8153,91.64,23.3,1.0,1.0
cell_006,518,1.8023,90.98,23.3,1.0,1.0
cell_006,519,1.7443,88.05,23.3,1.0,1.0
cell_006,520,1.8039,91.06,23.3,1.0,1.0
cell_006,521,1.7801,89.86,23.3,1.0,1.0
cell_006,522,1.8179,91.76,23.3,1.0,1.0
cell_006,523,1.783,90.0,23.3,1.0,1.0
cell_006,524,1.802,90.96,23.3,1.0,1.0
cell_006,525,1.7688,89.28,23.3,1.0,1.0
cell_006,526,1.8088,91.31,23.3,1.0,1.0
cell_006,527,1.7462,88.15,23.3,1.0,1.0
cell_006,528,1.7834,90.02,23.3,1.0,1.0
cell_006,529,1.8116,91.45,23.3,1.0,1.0
cell_006,530,1.77,89.34,23.3,1.0,1.0
cell_006,531,1.7805,89.88,23.3,1.0,1.0
cell_006,532,1.7574,88.71,23.3,1.0,1.0
cell_006,533,1.7666,89.18,23.3,1.0,1.0
cell_006,534,1.7369,87.68,23.3,1.0,1.0
cell_006,535,1.7563,88.66,23.3,1.0,1.0
cell_006,536,1.7654,89.11,23.3,1.0,1.0
cell_006,537,1.7764,89.67,23.3,1.0,1.0
cell_006,538,1.7581,88.74,23.3,1.0,1.0
cell_006,539,1.781,89.9,23.3,1.0,1.0
cell_006,540,1.803,91.01,23.3,1.0,1.0
cell_006,541,1.7912,90.42,23.3,1.0,1.0
cell_006,542,1.8067,91.2,23.3,1.0,1.0
cell_006,543,1.7431,87.99,23.3,1.0,1.0
cell_006,544,1.761,88.89,23.3,1.0,1.0
cell_006,545,1.7547,88.57,23.3,1.0,1.0
cell_006,546,1.7976,90.74,23.3,1.0,1.0
cell_006,547,1.7765,89.67,23.3,1.0,1.0
cell_006,548,1.809,91.32,23.3,1.0,1.0
cell_006,549,1.7649,89.09,23.3,1.0,1.0
cell_006,550,1.7857,90.14,23.3,1.0,1.0
cell_006,551,1.7374,87.7,23.3,1.0,1.0
cell_006,552,1.7431,87.99,23.3,1.0,1.0
cell_006,553,1.7637,89.03,23.3,1.0,1.0
cell_006,554,1.8073,91.23,23.3,1.0,1.0
cell_006,555,1.7993,90.82,23.3,1.0,1.0
cell_006,556,1.7969,90.7,23.3,1.0,1.0
cell_006,557,1.7298,87.32,23.3,1.0,1.0
cell_006,558,1.7345,87.55,23.3,1.0,1.0
cell_006,559,1.7358,87.62,23.3,1.0,1.0
cell_006,560,1.7893,90.32,23.3,1.0,1.0
cell_006,561,1.7705,89.37,23.3,1.0,1.0
cell_006,562,1.8033,91.03,23.3,1.0,1.0
cell_006,563,1.7483,88.25,23.3,1.0,1.0
cell_006,564,1.7832,90.01,23.3,1.0,1.0
cell_006,565,1.7462,88.15,23.3,1.0,1.0
cell_006,566,1.7966,90.69,23.3,1.0,1.0
cell_006,567,1.7526,88.47,23.3,1.0,1.0
cell_006,568,1.7591,88.8,23.3,1.0,1.0
cell_006,569,1.7771,89.71,23.3,1.0,1.0
cell_006,570,1.7413,87.9,23.3,1.0,1.0
cell_006,571,1.7443,88.05,23.3,1.0,1.0
cell_006,572,1.7651,89.1,23.3,1.0,1.0
cell_006,573,1.7751,89.6,23.3,1.0,1.0
cell_006,574,1.7712,89.41,23.3,1.0,1.0
cell_006,575,1.7773,89.71,23.3,1.0,1.0
cell_006,576,1.7328,87.47,23.3,1.0,1.0
cell_006,577,1.7893,90.32,23.3,1.0,1.0
cell_006,578,1.7836,90.03,23.3,1.0,1.0
cell_006,579,1.7602,88.85,23.3,1.0,1.0
cell_006,580,1.7414,87.9,23.3,1.0,1.0
cell_006,581,1.733,87.48,23.3,1.0,1.0
cell_006,582,1.7701,89.35,23.3,1.0,1.0
cell_006,583,1.7193,86.79,23.3,1.0,1.0
cell_006,584,1.7919,90.45,23.3,1.0,1.0
cell_006,585,1.7623,88.96,23.3,1.0,1.0
cell_006,586,1.7386,87.76,23.3,1.0,1.0
cell_006,587,1.7405,87.86,23.3,1.0,1.0
cell_006,588,1.7912,90.41,23.3,1.0,1.0
cell_006,589,1.7606,88.87,23.3,1.0,1.0
cell_006,590,1.7635,89.02,23.3,1.0,1.0
cell_006,591,1.7443,88.05,23.3,1.0,1.0
cell_006,592,1.7515,88.41,23.3,1.0,1.0
cell_006,593,1.7846,90.08,23.3,1.0,1.0
cell_006,594,1.712,86.42,23.3,1.0,1.0
cell_006,595,1.7864,90.17,23.3,1.0,1.0
cell_006,596,1.7396,87.81,23.3,1.0,1.0
cell_006,597,1.7646,89.07,23.3,1.0,1.0
cell_006,598,1.776,89.65,23.3,1.0,1.0
cell_006,599,1.7762,89.66,23.3,1.0,1.0
cell_006,600,1.7201,86.83,23.3,1.0,1.0
cell_006,601,1.7636,89.02,23.3,1.0,1.0
cell_006,602,1.7826,89.98,23.3,1.0,1.0
cell_006,603,1.7635,89.02,23.3,1.0,1.0
cell_006,604,1.7717,89.43,23.3,1.0,1.0
cell_006,605,1.7718,89.44,23.3,1.0,1.0
cell_006,606,1.7663,89.16,23.3,1.0,1.0
cell_006,607,1.7275,87.2,23.3,1.0,1.0
cell_006,608,1.7355,87.61,23.3,1.0,1.0
cell_006,609,1.7431,87.99,23.3,1.0,1.0
cell_006,610,1.7764,89.67,23.3,1.0,1.0
cell_006,611,1.7256,87.1,23.3,1.0,1.0
cell_006,612,1.7118,86.41,23.3,1.0,1.0
cell_006,613,1.7124,86.44,23.3,1.0,1.0
cell_006,614,1.7672,89.2,23.3,1.0,1.0
cell_006,615,1.7048,86.06,23.3,1.0,1.0
cell_006,616,1.7368,87.67,23.3,1.0,1.0
cell_006,617,1.7658,89.14,23.3,1.0,1.0
cell_006,618,1.7437,88.02,23.3,1.0,1.0
cell_006,619,1.7517,88.42,23.3,1.0,1.0
cell_006,620,1.7461,88.14,23.3,1.0,1.0
cell_006,621,1.7283,87.24,23.3,1.0,1.0
cell_006,622,1.7539,88.53,23.3,1.0,1.0
cell_006,623,1.7752,89.61,23.3,1.0,1.0
cell_006,624,1.7235,87.0,23.3,1.0,1.0
cell_006,625,1.7488,88.27,23.3,1.0,1.0
cell_006,626,1.7471,88.19,23.3,1.0,1.0
cell_006,627,1.7033,85.98,23.3,1.0,1.0
cell_006,628,1.7027,85.95,23.3,1.0,1.0
cell_006,629,1.6988,85.75,23.3,1.0,1.0
cell_006,630,1.7598,88.83,23.3,1.0,1.0
cell_006,631,1.743,87.98,23.3,1.0,1.0
cell_006,632,1.7457,88.12,23.3,1.0,1.0
cell_006,633,1.7606,88.87,23.3,1.0,1.0
cell_006,634,1.7701,89.35,23.3,1.0,1.0
cell_006,635,1.7014,85.88,23.3,1.0,1.0
cell_006,636,1.7541,88.54,23.3,1.0,1.0
cell_006,637,1.7579,88.74,23.3,1.0,1.0
cell_006,638,1.6986,85.74,23.3,1.0,1.0
cell_006,639,1.7267,87.16,23.3,1.0,1.0
cell_006,640,1.7262,87.13,23.3,1.0,1.0
cell_006,641,1.7127,86.46,23.3,1.0,1.0
cell_006,642,1.7534,88.51,23.3,1.0,1.0
cell_006,643,1.7274,87.2,23.3,1.0,1.0
cell_006,644,1.698,85.71,23.3,1.0,1.0
cell_006,645,1.7396,87.81,23.3,1.0,1.0
cell_006,646,1.7546,88.57,23.3,1.0,1.0
cell_006,647,1.7505,88.36,23.3,1.0,1.0
cell_006,648,1.7281,87.23,23.3,1.0,1.0
cell_006,649,1.7652,89.11,23.3,1.0,1.0
cell_006,650,1.7039,86.01,23.3,1.0,1.0
cell_006,651,1.6958,85.6,23.3,1.0,1.0
cell_006,652,1.7588,88.78,23.3,1.0,1.0
cell_006,653,1.6973,85.68,23.3,1.0,1.0
cell_006,654,1.7325,87.45,23.3,1.0,1.0
cell_006,655,1.7597,88.82,23.3,1.0,1.0
cell_006,656,1.7424,87.95,23.3,1.0,1.0
cell_006,657,1.7464,88.15,23.3,1.0,1.0
cell_006,658,1.7018,85.9,23.3,1.0,1.0
cell_006,659,1.7031,85.97,23.3,1.0,1.0
cell_006,660,1.6848,85.05,23.3,1.0,1.0
cell_006,661,1.7104,86.34,23.3,1.0,1.0
cell_006,662,1.7602,88.85,23.3,1.0,1.0
cell_006,663,1.7098,86.31,23.3,1.0,1.0
cell_006,664,1.7526,88.47,23.3,1.0,1.0
cell_006,665,1.6814,84.87,23.3,1.0,1.0
cell_006,666,1.7396,87.81,23.3,1.0,1.0
cell_006,667,1.7092,86.27,23.3,1.0,1.0
cell_006,668,1.7336,87.51,23.3,1.0,1.0
cell_006,669,1.6987,85.75,23.3,1.0,1.0
cell_006,670,1.7449,88.08,23.3,1.0,1.0
cell_006,671,1.7448,88.08,23.3,1.0,1.0
cell_006,672,1.6817,84.89,23.3,1.0,1.0
cell_006,673,1.7425,87.96,23.3,1.0,1.0
cell_006,674,1.7555,88.61,23.3,1.0,1.0
cell_006,675,1.6816,84.88,23.3,1.0,1.0
cell_006,676,1.7125,86.44,23.3,1.0,1.0
cell_006,677,1.6836,84.98,23.3,1.0,1.0
cell_006,678,1.7357,87.61,23.3,1.0,1.0
cell_006,679,1.7118,86.41,23.3,1.0,1.0
cell_006,680,1.721,86.87,23.3,1.0,1.0
cell_006,681,1.7016,85.89,23.3,1.0,1.0
cell_006,682,1.6788,84.74,23.3,1.0,1.0
cell_006,683,1.7089,86.26,23.3,1.0,1.0
cell_006,684,1.7195,86.8,23.3,1.0,1.0
cell_006,685,1.6957,85.6,23.3,1.0,1.0
cell_006,686,1.7099,86.31,23.3,1.0,1.0
cell_006,687,1.6936,85.49,23.3,1.0,1.0
cell_006,688,1.7064,86.14,23.3,1.0,1.0
cell_006,689,1.7077,86.2,23.3,1.0,1.0
cell_006,690,1.7253,87.09,23.3,1.0,1.0
cell_006,691,1.677,84.65,23.3,1.0,1.0
cell_006,692,1.7216,86.9,23.3,1.0,1.0
cell_006,693,1.7351,87.59,23.3,1.0,1.0
cell_006,694,1.6858,85.09,23.3,1.0,1.0
cell_006,695,1.7378,87.72,23.3,1.0,1.0
cell_006,696,1.7361,87.64,23.3,1.0,1.0
cell_006,697,1.741,87.88,23.3,1.0,1.0
cell_006,698,1.7094,86.29,23.3,1.0,1.0
cell_006,699,1.6932,85.47,23.3,1.0,1.0
cell_006,700,1.6989,85.76,23.3,1.0,1.0
cell_006,701,1.7206,86.86,23.3,1.0,1.0
cell_006,702,1.6696,84.28,23.3,1.0,1.0
cell_006,703,1.6897,85.29,23.3,1.0,1.0
cell_006,704,1.7386,87.76,23.3,1.0,1.0
cell_006,705,1.6666,84.13,23.3,1.0,1.0
cell_006,706,1.693,85.46,23.3,1.0,1.0
cell_006,707,1.7414,87.9,23.3,1.0,1.0
cell_006,708,1.6951,85.56,23.3,1.0,1.0
cell_006,709,1.6934,85.48,23.3,1.0,1.0
cell_006,710,1.6805,84.83,23.3,1.0,1.0
cell_006,711,1.708,86.22,23.3,1.0,1.0
cell_006,712,1.6776,84.68,23.3,1.0,1.0
cell_006,713,1.6755,84.58,23.3,1.0,1.0
cell_006,714,1.7263,87.14,23.3,1.0,1.0
cell_006,715,1.7158,86.61,23.3,1.0,1.0
cell_006,716,1.6706,84.33,23.3,1.0,1.0
cell_006,717,1.6946,85.54,23.3,1.0,1.0
cell_006,718,1.6736,84.48,23.3,1.0,1.0
cell_006,719,1.6864,85.13,23.3,1.0,1.0
cell_006,720,1.7244,87.04,23.3,1.0,1.0
cell_006,721,1.6676,84.18,23.3,1.0,1.0
cell_006,722,1.6609,83.84,23.3,1.0,1.0
cell_006,723,1.7303,87.34,23.3,1.0,1.0
cell_006,724,1.6672,84.16,23.3,1.0,1.0
cell_006,725,1.7102,86.33,23.3,1.0,1.0
cell_006,726,1.7272,87.19,23.3,1.0,1.0
cell_006,727,1.6681,84.2,23.3,1.0,1.0
cell_006,728,1.6993,85.78,23.3,1.0,1.0
cell_006,729,1.6732,84.46,23.3,1.0,1.0
cell_006,730,1.6613,83.86,23.3,1.0,1.0
cell_006,731,1.6619,83.89,23.3,1.0,1.0
cell_006,732,1.6675,84.17,23.3,1.0,1.0
cell_006,733,1.7248,87.06,23.3,1.0,1.0
cell_006,734,1.6943,85.53,23.3,1.0,1.0
